center,left,right,steering,throttle,brake,speed
/home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data/IMG/center_2017_04_16_19_03_20_916.jpg, /home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data/IMG/left_2017_04_16_19_03_20_916.jpg, /home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data/IMG/right_2017_04_16_19_03_20_916.jpg,0,0,0,0.000078583
/home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data/IMG/center_2017_04_16_19_03_21_044.jpg, /home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data/IMG/left_2017_04_16_19_03_21_044.jpg, /home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data/IMG/right_2017_04_16_19_03_21_044.jpg,0,0,0,0.000078155
/home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data/IMG/center_2017_04_16_19_03_21_146.jpg, /home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data/IMG/left_2017_04_16_19_03_21_146.jpg, /home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data/IMG/right_2017_04_16_19_03_21_146.jpg,0,0,0,7.950832E-005
/home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data/IMG/center_2017_04_16_19_03_21_250.jpg, /home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data/IMG/left_2017_04_16_19_03_21_250.jpg, /home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data/IMG/right_2017_04_16_19_03_21_250.jpg,0,0,0,7.967008E-005
/home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data/IMG/center_2017_04_16_19_03_21_355.jpg, /home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data/IMG/left_2017_04_16_19_03_21_355.jpg, /home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data/IMG/right_2017_04_16_19_03_21_355.jpg,0,0,0,7.98089E-005
/home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data/IMG/center_2017_04_16_19_03_21_483.jpg, /home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data/IMG/left_2017_04_16_19_03_21_483.jpg, /home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data/IMG/right_2017_04_16_19_03_21_483.jpg,0,0,0,7.821449E-005
/home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data/IMG/center_2017_04_16_19_03_21_586.jpg, /home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data/IMG/left_2017_04_16_19_03_21_586.jpg, /home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data/IMG/right_2017_04_16_19_03_21_586.jpg,0,0,0,7.894245E-005
/home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data/IMG/center_2017_04_16_19_03_21_692.jpg, /home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data/IMG/left_2017_04_16_19_03_21_692.jpg, /home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data/IMG/right_2017_04_16_19_03_21_692.jpg,0,0,0,0.000078041
/home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data/IMG/center_2017_04_16_19_03_21_797.jpg, /home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data/IMG/left_2017_04_16_19_03_21_797.jpg, /home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data/IMG/right_2017_04_16_19_03_21_797.jpg,0,0,0,7.902857E-005
/home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data/IMG/center_2017_04_16_19_03_21_923.jpg, /home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data/IMG/left_2017_04_16_19_03_21_923.jpg, /home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data/IMG/right_2017_04_16_19_03_21_923.jpg,0,0,0,7.931024E-005
/home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data/IMG/center_2017_04_16_19_03_22_045.jpg, /home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data/IMG/left_2017_04_16_19_03_22_045.jpg, /home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data/IMG/right_2017_04_16_19_03_22_045.jpg,0,0,0,7.800805E-005
/home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data/IMG/center_2017_04_16_19_03_22_148.jpg, /home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data/IMG/left_2017_04_16_19_03_22_148.jpg, /home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data/IMG/right_2017_04_16_19_03_22_148.jpg,-0.3071852,0,0,0.000089782
/home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data/IMG/center_2017_04_16_19_03_22_259.jpg, /home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data/IMG/left_2017_04_16_19_03_22_259.jpg, /home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data/IMG/right_2017_04_16_19_03_22_259.jpg,-0.6421708,0.04156494,0,0.02270823
/home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data/IMG/center_2017_04_16_19_03_22_390.jpg, /home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data/IMG/left_2017_04_16_19_03_22_390.jpg, /home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data/IMG/right_2017_04_16_19_03_22_390.jpg,-0.9800906,0.3794847,0,0.3061881
/home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data/IMG/center_2017_04_16_19_03_22_497.jpg, /home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data/IMG/left_2017_04_16_19_03_22_497.jpg, /home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data/IMG/right_2017_04_16_19_03_22_497.jpg,-1,0.698493,0,1.088956
/home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data/IMG/center_2017_04_16_19_03_22_611.jpg, /home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data/IMG/left_2017_04_16_19_03_22_611.jpg, /home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data/IMG/right_2017_04_16_19_03_22_611.jpg,-0.8603256,0.5800889,0,2.119087
/home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data/IMG/center_2017_04_16_19_03_22_727.jpg, /home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data/IMG/left_2017_04_16_19_03_22_727.jpg, /home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data/IMG/right_2017_04_16_19_03_22_727.jpg,-0.5471766,0.2669399,0,2.566847
/home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data/IMG/center_2017_04_16_19_03_22_814.jpg, /home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data/IMG/left_2017_04_16_19_03_22_814.jpg, /home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data/IMG/right_2017_04_16_19_03_22_814.jpg,-0.8597341,0,0,2.631809
/home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data/IMG/center_2017_04_16_19_03_22_939.jpg, /home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data/IMG/left_2017_04_16_19_03_22_939.jpg, /home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data/IMG/right_2017_04_16_19_03_22_939.jpg,-0.8657594,0,0,2.691116
/home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data/IMG/center_2017_04_16_19_03_23_066.jpg, /home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data/IMG/left_2017_04_16_19_03_23_066.jpg, /home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data/IMG/right_2017_04_16_19_03_23_066.jpg,-0.4853413,0,0,2.673997
/home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data/IMG/center_2017_04_16_19_03_23_172.jpg, /home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data/IMG/left_2017_04_16_19_03_23_172.jpg, /home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data/IMG/right_2017_04_16_19_03_23_172.jpg,-0.1666935,0.1958249,0,2.736613
/home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data/IMG/center_2017_04_16_19_03_23_277.jpg, /home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data/IMG/left_2017_04_16_19_03_23_277.jpg, /home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data/IMG/right_2017_04_16_19_03_23_277.jpg,0,0.1358492,0,3.021138
/home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data/IMG/center_2017_04_16_19_03_23_402.jpg, /home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data/IMG/left_2017_04_16_19_03_23_402.jpg, /home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data/IMG/right_2017_04_16_19_03_23_402.jpg,0,0.09489012,0,3.071806
/home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data/IMG/center_2017_04_16_19_03_23_504.jpg, /home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data/IMG/left_2017_04_16_19_03_23_504.jpg, /home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data/IMG/right_2017_04_16_19_03_23_504.jpg,0,0.4006827,0,3.368943
/home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data/IMG/center_2017_04_16_19_03_23_609.jpg, /home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data/IMG/left_2017_04_16_19_03_23_609.jpg, /home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data/IMG/right_2017_04_16_19_03_23_609.jpg,0,0.7150826,0,4.041039
/home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data/IMG/center_2017_04_16_19_03_23_717.jpg, /home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data/IMG/left_2017_04_16_19_03_23_717.jpg, /home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data/IMG/right_2017_04_16_19_03_23_717.jpg,0,1,0,5.317328
/home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data/IMG/center_2017_04_16_19_03_23_823.jpg, /home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data/IMG/left_2017_04_16_19_03_23_823.jpg, /home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data/IMG/right_2017_04_16_19_03_23_823.jpg,0,1,0,6.470328
/home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data/IMG/center_2017_04_16_19_03_23_928.jpg, /home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data/IMG/left_2017_04_16_19_03_23_928.jpg, /home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data/IMG/right_2017_04_16_19_03_23_928.jpg,-0.314337,1,0,7.590084
/home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data/IMG/center_2017_04_16_19_03_24_034.jpg, /home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data/IMG/left_2017_04_16_19_03_24_034.jpg, /home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data/IMG/right_2017_04_16_19_03_24_034.jpg,-0.2630825,0.681277,0,8.465932
/home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data/IMG/center_2017_04_16_19_03_24_141.jpg, /home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data/IMG/left_2017_04_16_19_03_24_141.jpg, /home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data/IMG/right_2017_04_16_19_03_24_141.jpg,0,0.3609369,0,9.087114
/home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data/IMG/center_2017_04_16_19_03_24_247.jpg, /home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data/IMG/left_2017_04_16_19_03_24_247.jpg, /home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data/IMG/right_2017_04_16_19_03_24_247.jpg,-0.07185602,0.04340196,0,9.212982
/home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data/IMG/center_2017_04_16_19_03_24_356.jpg, /home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data/IMG/left_2017_04_16_19_03_24_356.jpg, /home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data/IMG/right_2017_04_16_19_03_24_356.jpg,-0.2582095,0,0,9.093696
/home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data/IMG/center_2017_04_16_19_03_24_481.jpg, /home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data/IMG/left_2017_04_16_19_03_24_481.jpg, /home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data/IMG/right_2017_04_16_19_03_24_481.jpg,0,0,0,8.962907
/home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data/IMG/center_2017_04_16_19_03_24_586.jpg, /home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data/IMG/left_2017_04_16_19_03_24_586.jpg, /home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data/IMG/right_2017_04_16_19_03_24_586.jpg,-0.07072806,0,0,8.871721
/home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data/IMG/center_2017_04_16_19_03_24_689.jpg, /home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data/IMG/left_2017_04_16_19_03_24_689.jpg, /home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data/IMG/right_2017_04_16_19_03_24_689.jpg,-0.2344043,0,0,8.75622
/home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data/IMG/center_2017_04_16_19_03_24_793.jpg, /home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data/IMG/left_2017_04_16_19_03_24_793.jpg, /home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data/IMG/right_2017_04_16_19_03_24_793.jpg,0,0,0,8.666069
/home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data/IMG/center_2017_04_16_19_03_24_918.jpg, /home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data/IMG/left_2017_04_16_19_03_24_918.jpg, /home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data/IMG/right_2017_04_16_19_03_24_918.jpg,0,0,0,8.54343
/home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data/IMG/center_2017_04_16_19_03_25_045.jpg, /home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data/IMG/left_2017_04_16_19_03_25_045.jpg, /home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data/IMG/right_2017_04_16_19_03_25_045.jpg,-0.3779941,0,0,8.396933
/home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data/IMG/center_2017_04_16_19_03_25_146.jpg, /home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data/IMG/left_2017_04_16_19_03_25_146.jpg, /home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data/IMG/right_2017_04_16_19_03_25_146.jpg,-0.07328439,0,0,8.313157
/home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data/IMG/center_2017_04_16_19_03_25_249.jpg, /home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data/IMG/left_2017_04_16_19_03_25_249.jpg, /home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data/IMG/right_2017_04_16_19_03_25_249.jpg,0,0,0,8.223021
/home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data/IMG/center_2017_04_16_19_03_25_356.jpg, /home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data/IMG/left_2017_04_16_19_03_25_356.jpg, /home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data/IMG/right_2017_04_16_19_03_25_356.jpg,-0.3200848,0,0,8.11867
/home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data/IMG/center_2017_04_16_19_03_25_482.jpg, /home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data/IMG/left_2017_04_16_19_03_25_482.jpg, /home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data/IMG/right_2017_04_16_19_03_25_482.jpg,-0.1998303,0,0,7.968495
/home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data/IMG/center_2017_04_16_19_03_25_585.jpg, /home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data/IMG/left_2017_04_16_19_03_25_585.jpg, /home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data/IMG/right_2017_04_16_19_03_25_585.jpg,0,0,0,7.881187
/home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data/IMG/center_2017_04_16_19_03_25_692.jpg, /home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data/IMG/left_2017_04_16_19_03_25_692.jpg, /home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data/IMG/right_2017_04_16_19_03_25_692.jpg,-0.3217049,0,0,7.784167
/home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data/IMG/center_2017_04_16_19_03_25_797.jpg, /home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data/IMG/left_2017_04_16_19_03_25_797.jpg, /home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data/IMG/right_2017_04_16_19_03_25_797.jpg,-0.2632713,0,0,7.661045
