/home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data-II/IMG/center_2017_04_16_23_02_38_084.jpg, /home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data-II/IMG/left_2017_04_16_23_02_38_084.jpg, /home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data-II/IMG/right_2017_04_16_23_02_38_084.jpg, 0, 0, 0, 9.432755E-05
/home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data-II/IMG/center_2017_04_16_23_02_38_198.jpg, /home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data-II/IMG/left_2017_04_16_23_02_38_198.jpg, /home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data-II/IMG/right_2017_04_16_23_02_38_198.jpg, 0, 0, 0, 9.471479E-05
/home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data-II/IMG/center_2017_04_16_23_02_38_310.jpg, /home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data-II/IMG/left_2017_04_16_23_02_38_310.jpg, /home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data-II/IMG/right_2017_04_16_23_02_38_310.jpg, 0, 0, 0, 9.480264E-05
/home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data-II/IMG/center_2017_04_16_23_02_38_424.jpg, /home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data-II/IMG/left_2017_04_16_23_02_38_424.jpg, /home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data-II/IMG/right_2017_04_16_23_02_38_424.jpg, 0, 0, 0, 9.464001E-05
/home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data-II/IMG/center_2017_04_16_23_02_38_535.jpg, /home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data-II/IMG/left_2017_04_16_23_02_38_535.jpg, /home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data-II/IMG/right_2017_04_16_23_02_38_535.jpg, 0, 0, 0, 9.47031E-05
/home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data-II/IMG/center_2017_04_16_23_02_38_655.jpg, /home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data-II/IMG/left_2017_04_16_23_02_38_655.jpg, /home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data-II/IMG/right_2017_04_16_23_02_38_655.jpg, 0, 0, 0, 9.454644E-05
/home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data-II/IMG/center_2017_04_16_23_02_38_774.jpg, /home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data-II/IMG/left_2017_04_16_23_02_38_774.jpg, /home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data-II/IMG/right_2017_04_16_23_02_38_774.jpg, 0, 0, 0, 9.504231E-05
/home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data-II/IMG/center_2017_04_16_23_02_38_894.jpg, /home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data-II/IMG/left_2017_04_16_23_02_38_894.jpg, /home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data-II/IMG/right_2017_04_16_23_02_38_894.jpg, 0, 0, 0, 9.475253E-05
/home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data-II/IMG/center_2017_04_16_23_02_39_014.jpg, /home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data-II/IMG/left_2017_04_16_23_02_39_014.jpg, /home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data-II/IMG/right_2017_04_16_23_02_39_014.jpg, 0, 0, 0, 9.455581E-05
/home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data-II/IMG/center_2017_04_16_23_02_39_145.jpg, /home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data-II/IMG/left_2017_04_16_23_02_39_145.jpg, /home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data-II/IMG/right_2017_04_16_23_02_39_145.jpg, 0, 0.3573718, 0, 0.277575
/home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data-II/IMG/center_2017_04_16_23_02_39_267.jpg, /home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data-II/IMG/left_2017_04_16_23_02_39_267.jpg, /home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data-II/IMG/right_2017_04_16_23_02_39_267.jpg, 0, 0.7213619, 0, 1.088698
/home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data-II/IMG/center_2017_04_16_23_02_39_375.jpg, /home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data-II/IMG/left_2017_04_16_23_02_39_375.jpg, /home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data-II/IMG/right_2017_04_16_23_02_39_375.jpg, 0.06533647, 1, 0, 2.380469
/home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data-II/IMG/center_2017_04_16_23_02_39_491.jpg, /home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data-II/IMG/left_2017_04_16_23_02_39_491.jpg, /home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data-II/IMG/right_2017_04_16_23_02_39_491.jpg, 0.4140029, 1, 0, 3.787744
/home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data-II/IMG/center_2017_04_16_23_02_39_606.jpg, /home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data-II/IMG/left_2017_04_16_23_02_39_606.jpg, /home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data-II/IMG/right_2017_04_16_23_02_39_606.jpg, 0.5039849, 0.9364452, 0, 4.912468
